,Text,Label
115,"""Я не дуже боюся замахів. Боїться моя охорона і боїться моя родина.""",True
116,Завтра в Україну приїдуть держсек США Блінкен і міністр оборони США.,True
117,"В Україні скоротять кількість пунктів пропуску, через які можна безкоштовно ввозити машини з ЄС.",True
118,"Зеленський: «Хоч би війна закінчилася, гарантії безпеки нам потрібні, ми на цьому наполягатимемо і впевнені, що отримаємо результат».",True
119,"Мер Одеси висловився по сьогоднішнім прильотам: «Вони називають житловий будинок військовим об'єктом. Вже зараз підтверджено загибель 8 осіб, серед яких тримісячна дитина, одеситка, яка так і не побачила життя».",True
120,"Журналістка розплакалася на словах президента про те, що багато українців втратили дітей.",True
121,"Голова РНБО Данилов порадив нардепам ""ОПЗЖ"" піти з Верховної ради, бо наші війська ""винесуть їх уперед ногами і не факт, що живими""",True
122,"Арестович повідомив, що РФ хоче влаштувати парад українських полонених на 9 травня. Це дуже серйозне порушення Женевської конвенції та всіх правил війни!",True
123,Штат Західна Вірджинія відправить в Україну бронетранспортери M-113.,True
124,"Бойова активність окупантів, ймовірно, знижується, - британська розвідка.",True
125,"Розгорнула ""Іскандери"" в 60 км від кордону України в напрямку Харківської області,",True
126,Користувачі в мережі помітили ще одну нестикування на відео з Путіним у церкві,True
127,Максим Галкін відреагував на вбивство 3-місячної дитини в Одесі.,True
128,"Українці масово відмовляються від «допомоги» ворогів на тимчасово окупованих територіях, -",True
129,Німеччина передасть сотню важких тягачів MAN HX81 для сил оборони України,True
130,"Через два-три тижні закінчиться наступ. А разом з ним, цілком можливо, закінчиться і активна фаза війни, тому що російським військам більше нема чим наступати",True
131,Мітинг на підтримку України у Нью-Йорку. Учасники акції скандують «Азов»,True
132,Британія планує передати Україні 45 тис артилерійських снарядів та 20 самохідних артилерійських установок AS-90.,True
133,Київ та Гамбург стали стратегічними партнерами та домовилися про підтримку у кризові часи,True
134,Наші герої: Більше 80% поранених українських військових після лікування повертаються до ладу,True
135,Зі США до Польщі прибули не менше шести американських важких транспортних літаків,True
136,️По Полтавській області вдарили 5 російських ракет,True
137,З'явилися і дані французьких exit-pools. Усі віддають перемогу Макрону:,True
138,"️Прямо зараз велика колона людей намагається виїхати з Херсона, протестуючи проти так званого ""референдуму"".",True
139,ВСУ відновили контроль над 5 населеними пунктами Миколаївської області.,True
140,"У російському місті Брянськ, що знаходиться поряд із кордоном України, загорілася вночі нафтобаза",True
141,Вночі окупанти обстріляли із систем залпового вогню Новолатовську громаду Дніпропетровської області.,True
142,Військові РФ зібрали велику кількість техніки та особового складу на ділянці Велика Новосілка – Новодарівка – Малинівка та готуються до наступу у бік Запоріжжя,True
143,"Вся Луганська область залишилася без світла через те, що військовослужбовці РФ знеструмили нову Кремінську підстанцію з напругою 500 кВ.",True
144,Російські окупанти цинічно розстрілюють школярів та людей похилого віку на півдні України,True
145,"У Росії заявили, що з Україною «йдуть інтенсивні переговори у відеорежимі», але про зустріч глав МЗС Лаврова та Кулеби поки що не йдеться. За словами заступника глави МЗС РФ",True
146,Фінляндія уповільнює процес подання заявки на вступ до НАТО,True
147,️Між Сумами та Києвом відновлюється залізничне сполучення.,True
148,"️Отакої. ""Солдат армії РФ з Криму, якому дзвонила дружина з дому та обговорювала, що ґвалтуючи українок, треба оберігатися - взято в полон ЗСУ під Ізюмом"", -",True
149,"️Мер Херсона Ігор Колихаєв у коментарі «УП» повідомив, що російські війська, які контролюють місто, зайняли будівлю міськради. За його словами, з будівлі зняли прапор України, а охоронці забрали ключі. Меру та співробітникам міськради дали можливість виїхати додому.",True
150,"від навантаження тг кладе, якщо зависне публікуватимемо інфу в нашому Instagram",True
151,️Швеція передасть ЗСУ партію САУ FH77 BW Archer,True
152,Найбільший європейський лоукостер Ryanair розраховує відновити польоти з України восени,True
153,"""Укрзалізниця"" ніколи не бачила стільки світових політиків у своїх поїздах.",True
154,Британська розвідка щодо ситуації в Україні на 62-й день війни:,True
155,Росіяни можуть планувати провокаційні вибухи на греблі Карлівського водосховища Донецької області,True
156,"«Поки що в одній частині світу Ілон Маск купує Twitter у перервах між запуском ракет у космос, на іншому боці океану російський міністр загрожує світу ядерною війною, а в соцмережах запроваджується цензура. Цивілізаційна прірва», - радник ВП Михайло Подоляк.",True
157,"«Керівництво» невизнаного Придністров'я найближчим часом «ухвалить рішення на захист інтересів республіки». Про це російському «РІА Новини» повідомили в об'єднаній контрольній комісії з управління миротворчою операцією. Російські ЗМІ повідомляють також, що «Радбез» Придністров'я встановила «червоний» рівень терористичної небезпеки в невизнаній республіці.",True
158,"Так звана Рада безпеки Придністров'я повідомила про три «терористичні атаки» Нападу зазнали будівля МДБ, військова частина в селі Паркани та вишки радіотелецентру.",True
159,"У Німеччині на авіабазі ""Ramstein"" стартувало засідання з питань оборони України",True
160,У Великій Британії вважають законним право України завдавати ударів по території РФ.,True
161,У чотирьох прикордонних районах Сумської області цивільним особам на час воєнного стану заборонено носити військову форму,True
162,Німеччина поставить Україні зенітні самохідні установки Gepard,True
163,"Молдова і Казахстан - під загрозою ""братських обіймів"" росіян, заявив секретар РНБООн підтвердив, що заяви Росії про намір вийти в невизнане Придністров'я розцінюються як початок активізації наступу на півдні України. Нині біля невизнаної республіки дислоковано близько 1,5 тис. російських військовослужбовців.",True
164,"️МВФ створив спеціальний адмінрахунок, через який Україна отримуватиме $5 млрд",True
165,У Херсоні військові Росії представили своїх голів міськради та облдержадміністрації.,True
166,"З'явилася перша реакція Молдови на події у Придністров'ї. Президент Майя Санду заявила, що «вибухи в Придністров'ї пов'язані з протиборчими силами всередині регіону». У Придністров'ї натякають, що в дестабілізації ситуації винна Україна. У РФ і Заході поки що просто коментують ситуацію.",True
167,Янукович у лютому таємно повертався до України,True
168,У Росії посилюють риторику щодо України - цього разу говорячи про перспективи розпаду на кілька держав.,True
169,️Наступна мета російських окупантів – Молдова!,True
170,"«Путін має зазнати поразки в Україні», – міністр оборони Великобританії Бен Уоллес.",True
171,Росія зупинила постачання газу до Польщі.,True
172,"Глава Міноборони США та шеф Пентагону Ллойд Остін заявив, що «США не хочуть розширення українського конфлікту на Молдову, продовжують вивчати повідомлення про інциденти у Придністров'ї».",True
173,"Американські дипломати вперше з початку війни повернулися до Львова, куди раніше і перебазувалося посольство США,",True
174,"Офіс Генсека ООН Антоніу Гутерріша повідомляє, що сьогоднішня зустріч Гутерріша з Путіним вже завершилася - вона тривала близько години, а частина її пройшла у форматі ""віч-на-віч""",True
175,"""Please sit down!"". До Путіна прилетів Генсек ООН для зустрічі один на один. Довгий стіл для переговорів той самий. У палаті без змін",True
176,Вицвіли кольори прапора на фасаді військкомату в Уфі,True
177,"Глава МЗС Великобританії Ліз Трасс заявила, що «будь-які домовленості щодо України повинні враховувати питання безпеки Європи в цілому». І британці – про домовленості сьогодні. Після Росії і США. Хоча й дещо в іншому контексті. Що відбувається?",True
178,"️На Херсонському напрямку ЗСУ повернули повний контроль над 3 селами на захід від Снігурівки: Широке, Любине та Новопетрівка",True
179,У НАТО також прокоментували ситуацію у Придністров'ї,True
180,"""Треба налаштовуватися на довгу історію, припинення активної фази на Донбасі це не означає кінець війни. Все одно далі будуть тактичні дії, нальоти, війна... Це довга історія і може бути дуже довгою, це може бути до нового року, все залежить від ряду обставин"" - Арестович",True
181,"️Держсекретар Ентоні Блінкен заявив: ""Росія зазнала невдачі у своїй місії з ліквідації суверенітету України"".",True
182,”Міністри оборони понад 40 країн завершили зустріч на базі ВПС США в Рамштайні,True
183,CNN з посиланням на джерело: Пентагон організував у Німеччині центр з координації постачання військової допомоги Україні.,True
184,"Так, добре. Тепер ще й пташиний грип.",True
185,Польща більше не має наміру купувати газ у Росії,True
186,Австралія направить в Україну шість гаубиць,True
187,"Влада Києва просить городян не відвідувати цвинтарі у поминальну неділю, яка цього року припадає на 1 травня.",True
188,"Поточна обстановка на Півдні від оперативного командування «Південь». На Одещині по враженому вчора мосту завдано повторного ракетного удару. Експлуатацію мосту зупинено. У Чорному морі корабельне угруповання флоту рашистів з підводними човнами продовжує тримати напруженість з приводу ймовірності нанесення по Україні ракетних ударів. Також ворожі сили готують провокації з ракетними ударами по Придністров'ю, щоб звинуватити Україну в нападі на невизнану.",True
189,"Судна біля берегів Одеси – це обстріляний рашистами на початку березня танкер «Міленіум Спіріт» (Молдова) без екіпажу і також некеровані баржі, які забрало в море без можливості їх повернути, - оперативне командування «Південь» «Обстановка в морі знаходиться під постійним контролем сил охорони та оборони. Громадянське судноплавство не здійснюється через закриття рашистами північно-західної частини Чорного моря під загрозою застосування зброї», - повідомили у мерії Одеси.",True
190,Сьогоднішня мапа бойових дій в Україні від Міноборони Британії.,True
191,"Путін виступає в Раді законодавців Розповідає про те, звідки на Росію готувався напад",True
192,Серія заяв від Путіна щодо України та геополітичної ситуації у світі.,True
193,"Путін: в Україні застосовувалася практика вбивств журналістів прямо на вулицях, а тепер цю практику вирішили перенести до Росії",True
194,Орки прагнуть захопити два населені пункти в Харківській області,True
195,"«У Росії вдвічі скоротився запас ракет», – замміністра оборони України Ганна Маляр. За її словами, на відновлення запасу підуть роки через введені проти РФ санкції.",True
196,Збірна України з хокею у своєму першому матчі на чемпіонаті світу-2022 здобула розгромну перемогу над командою Сербії з рахунком 7:0.,True
197,Частина техніки в Росії залишила місце постійної дислокації під Мозирем (Білорусь),True
198,️️Порадник голови Офісу президента України Олексій Арестович,True
199,"️Повідомляється, що у Херсоні після вибухів у районі телевежі перестали працювати російські телеканали",True
200,"Орки стратили українців біля Донецька, які намагалися здатися в полон.",True
201,"Повернення Херсонської області під контроль України виключено, заявив гауляйтер військово-цивільної адміністрації Кирило Стремоусов.",True
202,"У США показали, як вантажать 155-мм гаубиці для України",True
203,Міноборони Великобританії публікує щоденне зведення про події в Україні,True
204,️Держава планує надати майже 600 000 квартир для забезпечення переселенців житлом,True
205,️Переломний момент війни може бути у травні,True
206,"У невизнаному Придністров'ї оголосили військові збори, повідомляє ГУР МО.",True
207,"️Сьогодні в Якимівці під Мелітополем підірвали залізничний міст, яким окупанти доставляли зброю та паливо з Криму, — ЗМІ",True
208,Німецький бундестаг більшістю проголосував за постачання нам важкого озброєння.,True
209,"Можливість проведення у Херсонській області референдуму чи створення ""народної республіки"" не обговорюється.",True
210,Парламент Канади одноголосно визнав дії Росії в Україні геноцидом.,True
211,"Відбулася самоліквідація залізничного мосту в Якимівці Мелітопольського району, - речник Одеської ОВА Братчук",True
212,Міністерство оборони Великобританії оприлюднює нову карту бойових дій на території України.,True
213,"У так званому ""ДНР"" скасували парад Перемоги та ходу Безсмертного полку 9 травня через загрозу обстрілу",True
214,Низка дивних пожеж у Росії триває,True
215,На узбережжі Чорного моря з'являються мертві дельфіни.,True
216,"Жителів Польщі попередили, що весь травень в республіці переміщатимуться колони військової техніки.",True
217,У Ростові-на-Дону відремонтують бомбосховище на 300 місць,True
218,"Ердоган: Туреччина розраховує, що в Україні найближчим часом встановиться світ.",True
219,Важливі заяви Генсека НАТО Єнса Столтенберга на прес-конференції.,True
220,"️Президент футбольного клубу ""Інгулець"", знаменитий своєю самобутньою поведінкою та висловлюваннями, дав придатний прогноз про долю рашистких окупантів, що окопалися у Херсоні.",True
221,"Віце-прем'єр Ірина Верещук повідомляє про новий обмін полоненими. За її даними, сьогодні звільнили 45 українців: 13 офіцерів, 20 солдатів та 12 цивільних.",True
