,Text,Label
134,"Ердоган повідомив, що запросив Путіна до Туреччини для обговорення ситуації навколо України.",True
135,Спроба прорватися до Чернігова не вдалася.,True
136,"«Укрзалізниця» на сьогодні, 26 лютого, запускає два додаткові поїзди:",True
137,"Захід надасть притулок російським солдатам, що здалися:",True
138,ВАЖЛИВО. Кіберполіція розробила чат-бот для блокування сервісів дезінформації Посилання на чат-бот Посилання на Telegram-канал,True
139,"""Укрзалізниця"" знищила всі залізничні переходи з Росією.",True
140,"Викритий диверсант кинувся з ножем на хлопця, але не тут було...",True
141,Мер Чернігова звернувся до мешканців на тлі повідомлень про наближення військ агресора до міста,True
142,"Окупанти на Чернігівщині навмисно зливають пальне з бензобаків, щоб не йти на фактично гарантоване знищення Збройних сил України.",True
143,"ВСУ покришили колону кадировців. Знищено Магомеда Тушаєва, керівника 141 моторизованого полку кадировської гвардії, повідомив Євген Карась.",True
144,️Лінія 103 тимчасово не працює. Телефонуйте за телефонами:,True
145,"️СМІ пишуть, що ЗСУ збили ще один Іл-76 із російськими десантниками",True
146,Окупанти з повітря обстріляли склад військового арсеналу в Балаклії Харківської області. Заграва від вибухів видно за 20 км.,True
147,Брагін (Гомельська область) за 20 км від кордону з Україною. Прямо зараз триває інтенсивний рух техніки окупантів VПірки,True
148,СБУ: під Гостомелем розгромлено колону кадировців,True
149,У російському Білгороді 5 тис. контрактників влаштували бунт і відмовилися їхати воювати з Україною - Обозреватель,True
150,Карта наступу РФ станом на ранок 27 лютого,True
151,Співробітникам у Василькові вдалося врятувати 15 вагонів із дизельним пальним та 8 вагонів із газом,True
152,Харківська міськрада призупинила рух громадського транспорту в районі Олексіївки,True
153,Жоден боєць Збройних Сил України не склав зброю.,True
154,Генштаб дав поради для руху опору,True
155,Зеленський звернувся до Visa та MasterCard із проханням заборонити роботу карток для РФ,True
156,«Російські окупанти максимально деморалізовані і не хочуть воювати»,True
157,"«З півдня Білорусі на початку конфлікту було 2-3 ракетні удари, оскільки Київ розгорнув 3-4 ракетні дивізіони біля кордону»",True
158,"Полонений російський кулеметник у Харкові, він боїться навіть дихати українським повітрям. Не те, що стріляти.",True
159,"«З місць позбавлення волі та слідчих ізоляторів звільняють колишніх військових, які виявили бажання захищати країну під час воєнного стану» Андрій Синюк",True
160,Звернення генпрокурора Ірини Венедиктової до громадян РФ,True
161,"Губернатор Волинської області повідомив, що по військовій частині в регіоні завдано ракетного удару з Білорусі",True
162,Харківський танковий ремонтний завод два вибухи Ворог атакує,True
163,"Ідуть гради недалеко від Озерщини, Київська область.",True
164,Лікар Комаровський звернувся до росіян та білорусів.,True
165,Італія закриває небо для російських літаків,True
166,12:30. 27.02. 2022 ЦЕНТР ОБОРОННИХ СТРАТЕГІЙ: ТЕРМІНОВО ІНФОРМУЄМО!,True
167,"ПОБАЧИЛИ ПЕРЕМІЩЕННЯ ВІЙСЬК? ПОБАЧИЛИ АБО ТОГО, ХТО ЇХ СТАВИТЬ? ЗАГАЛЬНІ НОМЕРИ Пишіть всюди️",True
168,Румунія надасть Україні гуманітарну та військову допомогу,True
169,Франція закриває небо для російських авіакомпаній,True
170,"СБУ показала, як насправді виглядають ""грізні"" російські загарбники:",True
171,Під Срібним на Чернігівщині розбили колону російських солдатів.,True
172,Перейменували один із обласних центрів,True
173,Білоруси вийшли на протест проти війни з Україною,True
174,"«Особистий загін Кадирова після величезних втрат, зокрема, 70 згоріли живцем після удару Байрактара, більшість пішли назад через кордон",True
175,Сергій Міхалок записав звернення до військових із Білорусі!,True
176,Грузинський балкер відмовився заправляти російське судно,True
177,Євросоюз повністю закриває повітряний простір для Росії,True
178,"Болгарія приєднується до держав, які вирішили підтримати Україну.",True
179,"️Ракета потрапила до приватного будинку на Софіївській Борщагівці, повідомляє кореспондент Сегодня. upd",True
180,Знайшли як боротися з російською агресією в інформаційному просторі.,True
181,Мер Куп'янська Харківської області Мацегор здав місто окупантам.,True
182,️ФІФА оголосила про позбавлення Росії всіх футбольних матчів на її території,True
183,Українець Остапчук Тарас Володимирович. Завдав сьогодні ворогові збитків на 7 мільйонів євро,True
184,"️Росія продовжує воювати проти України не лише військовим оружням, а й інформаційно. Створюють фальшиві сторінки представників влади, маніпулюють інформацією, створюючи якісь легенди. Сьогодні створили клон моєї сторінки в Інстаграмі. Не вірте брехні!",True
185,Сім'я з Дніпра звернулася до свого родича - помічника міністра оборони Білорусі,True
186,5300 військових РФ знищено на території України.,True
187,Актуальна карта вторгнення військ РФ до України станом на ранок 28 лютого. Пішов п'ятий день.,True
188,"Україна звертається до Євросоюзу з проханням про негайне приєднання за новою спеціальною процедурою,",True
189,"️Обстановка на дипломатичному фронті. Коротко: Військова допомога Наразі вирішується питання передачі нашій державі бойових винищувачів. Санкції Російський рубль уже впав до історичного мінімуму. 32 країни закрили свій повітряний простір для російських авіакомпаній та літаків. Фінансова допомога 1,5 млрд. дол. США. Гуманітарна допомога",True
190,"Шановні українці, котрі масово б'ють росіян у готелях Єгипту. Вас дуже просять зупинитися",True
191,До мережі потрапило відео із дорадчої кімнати Путіна,True
192,"️ВСУ спільно з Нацгвардією та ""Азовом"" знищили ворожий літак російських окупантів",True
193,"""Телефон виявився найефективнішою зброєю президента Зеленського в боротьбі з російським вторгненням"", - пише The Guardian.",True
194,"Посол Естонії в Україні поділився фото ""лікеру"", зробленого за рецептом із Києва.",True
195,"Литва, Латвія, Естонія та Польща попросили Meta, Twitter, Google та YouTube призупинити акаунти влади та держЗМІ Росії та Білорусії, - литовський уряд,",True
196,Олександр Усик слідом за Василем Ломаченком став на захист батьківщини!,True
197,"Поки у Гомелі стартують переговори, російські окупанти нещадно обстрілюють Чернігів",True
198,Японія виділить Україні $100 млн для допомоги у відображенні у російській агресії,True
199,"ФСБ розсилає фішингові листи, представляючись СБУ",True
200,Приват24 звітував про пожертвування людей на потреби ЗСУ: -,True
201,Голова Харківської ОДА повідомив про затримання мера Южного,True
202,"Київ, людям роздають безкоштовно м'ясо «наша ряба»",True
203,"РосЗМІ повідомляють, що переговори ще тривають",True
204,Як у Бердянську зустрічають російські війська.,True
205,YouTube заблокував пропагандистські російські канали в Україні,True
206,Фото обстрілів російських окупантів селами біля Чернігова,True
207,"Рейтинг підтримки дій Зеленського збільшився до 91%.70% українців вважають, що Україна зможе відбити напад окупантів із РФ.",True
208,Звернення мера Маріуполя Вадима Бойченка: «Ми боремося за нашу і вашу свободу»,True
209,️ Важливе та сильне звернення Вадима Прокоп'єва до білорусів.,True
210,Українські пілоти вирушили до Польщі за винищувачами МіГ-29,True
211,️ Мережа АЗК ОККО зняла обмеження на продаж дизпалива для приватних автомобілів,True
212,"У Черкасах проведуть навчання, будуть чути звуки стрілянини та вибухів",True
213,Російська вакуумна бомба скинута в Україну,True
214,У повітряному бою загинув один із найкращих льотчиків-винищувачів у світі – український полковник Олександр Оксанченко,True
215,УЗ призначила додаткові поїзди до кордонів України з ЄС,True
216,"Сину Білорусі, у тебе ще є шанс повернутися додому. Це не ваша війна.",True
217,"Копилов, Мотижин, Бузова. У цих населених пунктах можливо стоять глушилки та буки.",True
218,Листування з телефону вбитого на Київщині російського окупанта,True
219,З виступу Зеленського у Європарламенті,True
220,У Калинівці Київської області внаслідок бомбардування повністю знищено житловий будинок.,True
221,Акції Ощадбанку впали на 91% з дня вторгнення в Україну,True
222,"“Нам сказали, що Зеленський вже підписав указ про капітуляцію. А тепер просто потрібно доїхати до Києва, зайняти оборону та повернутися",True
223,Монако заморозить рахунки заможних росіян після початку війни РФ в Україні.,True
224,"Мелітополь. Люди без зброї йдуть на окупантів, а ті спрямовують на них стволи",True
225,Перша допомога при кровотечі. Що робити? Розповідає лікар Валерій Ославський,True
226,"Російські окупанти кидають навіть цілком боєздатні ЗРК Тор-М2, призначені для захисту військ від атак з повітря",True
227,"У мережі з'явилася інформація, що в Херсоні вже крутять фейкове переозвучене відео Зеленського, що нібито в Києві підписано капітуляцію",True
228,У Сумській області відбувся перший обмін полоненими,True
229,"Тим часом у Польщі в магазинах починають з'являтись оголошення, що 10% від оплати йде на допомогу Україні, а проїзд у комунальному транспорті для українців тепер безкоштовний",True
230,Adidas призупинив співпрацю з Російським футбольним союзом,True
231,Загиблі під час війни в Україні – «фейки»,True
232,️В Україну прибули нові комплекси NLAW та Javelin,True
233,"Росія робитиме розсилки про здачу міст. Не ведіться, це фейк",True
234,"В Україну з-за кордону повернулися 80 000 людей, - ДПСУ",True
235,Залізничного сполучення із півднем Запорізької області більше немає. Олександр Старух,True
236,️Apple припинила продаж всієї техніки в офіційному онлайн-магазині в Росії,True
237,"Нове звернення Дмитра Монатика до росіян та білорусів: ""Почуйте, будь ласка! Це не порятунок – це війна!""",True
238,"Внаслідок обстрілу Житомира загинули двоє людей, троє - травмовані. Під завалами залишаються люди.",True
239,"Рашистські ЗМІ намагаються переконати себе, що все не так уже й погано",True
240,"Як виявилося, горить будівля економічного факультету Каразіна",True
241,"У Мозирі (Білорусь) забиті всі морги, більшість із них - етнічні чеченці, дано вказівку на тривале зберігання тіл, щоб у Чечні не дізналися про реальні втрати ЗС РФ, повідомила представник білоруської опозиції Ганна Красуліна під час включення на телеканалі ""Україна 24"".",True
242,"Reuters про десятки добровольців зі миролюбної Японії, які зголосилися боротися за Україну",True
243,️Нацбанк дозволив зняття готівкової валюти в еквіваленті до 30 тисяч гривень на добу,True
244,️Раптом! Священики УПЦ МП закликали Онуфрія порвати із Московським патріархатом,True
245,"Іспанія поставить Україні наступальну зброю, - прем'єр-міністр країни",True
246,Майже у всіх великих містах зараз повітряна тривога,True
247,Російські військові не увійшли до Енергодару. На в'їзді до міста вони провели переговори з мером та місцевими жителями.,True
248,Російські війська у Криму відмовляються брати участь у вторгненні в Україну.,True
249,"Зеленський змінив голів Черкаської та Одеської областей. Черкаську область очолив розвідник, а Одеську – військовий.",True
250,Українська журналістка звітує британському прем'єру за боягузтво Заходу.,True
251,"️13 БТГ йдуть на Київ, у Чорному морі готується десантна операція РФ, — Генштаб ЗСУ",True
252,"Янукович у Мінську, Кремль хоче зробити його «президентом України»,",True
253,На території Білорусі готується провокація,True
254,"СБУ спільно з поліцією затримала корегувальника вогню, який навів удар окупантів аеропортом Івано-Франківська.",True
255,Дитинство російських дітей проходить в автозаках,True
256,"Героїв треба знати в обличчя! Власник магазинів Єва, Шостак Руслан, який підняв ціну на ВСІ товари в 3-4 рази!",True
257,"«росіяни заплатять за те, що прийшли на нашу мирну землю»",True
258,В Житомирі та Чернігівській області повітряна тривога,True
259,️ВСУ знищили командний пункт росіян у селі Дитятки під Чорнобилем,True
260,У Сєвєродонецьку окупанти обстріляли дитячий садок,True
261,Путін розраховував захопити Україну за три дні,True
262,YouTube заблокував канал Соловйова у Європі,True
263,"Кулеба заявив, що в Україну їдуть добровольці із 16 країн світу:",True
264,Steam почав відхиляти запити від користувачів із Росії,True
265,Глава Станиці Луганської здав місто окупантам,True
266,"Деталі про армію РФ, яку вже в п'ятницю можуть прийняти в Росії:",True
267,Російська ракета потрапила до судна Banglar Samriddhi Адміністрація морських портів України (АМПУ) постраждалих немає,True
268,СЗГ України привіт російським артилеристам.,True
269,"Над Харковом авіація, лунають вибухи",True
270,?Росії може загрожувати дефолт - JPMorgan,True
271,Дивне зникнення одразу двох повітряних суден Румунії,True
272,У Мелітополі серед білого дня мародери зламують магазини.,True
273,Ось так прокидаєшся вранці і ти більше не доларовий мільярдер.,True
274,Казахстан заявив про нейтралітет у війні в Україні,True
275,У Києві для сполучення між лівим і правим берегами відкриті Північний і Дарницький мости,True
276,"- Вам було віддано наказ ""стріляти у мирних жителів""? - Так точно.",True
277,"Окупанти просили керівництво Енергодару ненадовго впустити їх у місто, щоб зробити фото на тлі ЗАЕС для звіту",True
278,Нова обкладинка американського журналу Time,True
279,Український Су-24 відправив на той світ ще одну колону орків,True
280,Генштаб армії України звітував про втрати російських військ у нашій країні.,True
281,Путін сьогодні вніс на ратифікацію до Держдуми РФ протокол про внесення змін до угоди про миротворчу діяльність ОДКБ. запровадження поняття «координуюча держава» формуватиметься миротворчі сили для участі в операціях під егідою ООН,True
282,Міхєєв Артем Андрійович із 30-ї бригади реактивної артилерії ЗС РФ передає привіт у місто Улан-Уде своїй дружині та 4-місячній доньці.,True
283,Український Приморськ вийшов на мітинг проти окупантів,True
284,ЗС РФ використовують медичні машини для перевезення боєприпасів.,True
285,"ЄС виділить 500 млн євро на гуманітарну допомогу Україні та створить у Румунії гуманітарний ""хаб""",True
286,«Переговори можуть розпочатися о 14:00 у Брестській області»,True
287,Маріуполь після обстрілу російських окупантів,True
288,206 батальйон тероборони Києва врятував понад 400 жінок та дітей зі знищеного та оточеного російськими окупантами Ірпеня,True
289,"Відео, зняте окупантами на півночі України",True
290,У Мелітополі протестують проти окупантів,True
291,ВОАЕ передумали скасовувати безвіз для українців,True
292,Над Білгород-Дністровським ЗСУ збили ще один ворожий літак,True
293,Підрозділи ЗСУ розбили колону кадировців,True
294,Ефір «Дощу» після прощання з глядачами,True
295,"СБУ перехопила одну із розмов російських ОМОНівців, які обговорюють ситуацію під Гостомелем",True
296,Нова прес-конференція Зеленського Світовим ЗМІ.,True
297,Ілон Маск адаптує Starlink для України,True
298,Пентагон90% російських військ уже в Україні,True
299,Знову полетіли ракети. Майже у всіх галузях повітряна тривога.,True
300,"Віктор Кім, щодо ситуації в Миколаївській області:",True
301,"️Увага, маніпуляція! У Херсоні готується масована вистава окупантів! Здолаємо разом!",True
302,"В Енергодарі, який вчора атакували російські війська, ситуація зараз наступна.",True
303,Відео обстрілу окупантами Запорізької АЕС цієї ночі,True
